Acc_date,Customer,Department,Sum,Payment_date,Exec_date,Responsible,Payment_time,Exec_time,month
2025-03-05,АМС ОП АМВО,ОЭЗиС,300000.0,2025-03-06,2025-03-19,Кузьмин,1.0,14.0,2025-03
2025-03-06,АМС,ОЭЗиС,54750.0,2025-03-13,2025-03-13,Кузьмин,7.0,7.0,2025-03
2025-03-06,АМС,ВИК,15000.0,2025-03-06,2025-03-06,Яблоков,0.0,0.0,2025-03
2025-03-06,АСН ОП АСЯ,ВИК,4500.0,,2025-03-06,Яблоков,,0.0,2025-03
2025-03-12,АМС ОП АМВО,ОСС,3180.0,2025-03-14,2025-03-14,Мишин,2.0,2.0,2025-03
2025-03-12,Сервер,ОСС,8405.1,2025-03-13,2025-03-17,Мишин,1.0,5.0,2025-03
2025-03-17,КМТ,ВИК,39540.4,2025-04-14,2025-03-17,Яблоков,28.0,0.0,2025-03
2025-03-17,КМТ,ВИК,41147.77,2025-04-14,2025-03-17,Яблоков,28.0,0.0,2025-03
2025-03-14,Бизнес-центр,ОЭЗиС,936864.16,2025-03-18,2025-03-14,Басов,4.0,0.0,2025-03
2025-03-17,Бизнес-центр,ОЭЗиС,42000.0,2025-03-18,2025-04-01,Басов,1.0,15.0,2025-03
2025-03-18,МВН Киссолово,ВИК,158830.0,2025-03-19,2025-03-19,Яблоков,1.0,1.0,2025-03
2025-03-19,АМС ОП АМВО,ОЭЗиС,470062.52,2025-03-21,2025-03-19,Кузьмин,2.0,0.0,2025-03
2025-03-19,Бизнес-центр,ВИК,54375.6,2025-04-01,2025-04-21,Яблоков,13.0,33.0,2025-03
2025-03-21,Сервер,ВИК,34500.0,2025-03-25,2025-04-02,Яблоков,4.0,12.0,2025-03
2025-03-24,Тех,ВИК,7500.0,2025-04-02,2025-04-02,Яблоков,9.0,9.0,2025-03
2025-03-27,АСН ОП АСЯ,ОСС,3500.0,2025-03-28,2025-03-27,Мишин,1.0,0.0,2025-03
2025-03-28,АМС,ОЭЗиС,8742.49,2025-04-01,2025-03-31,Кузьмин,4.0,3.0,2025-03
2025-03-28,Бизнес-центр,ВИК,71428.67,2025-04-03,2025-04-28,Яблоков,6.0,31.0,2025-03
2025-03-31,Бизнес-центр,ОЭЗиС,73400.0,2025-04-01,2025-03-31,Кузьмин,1.0,0.0,2025-03
2025-03-31,Бизнес-центр,ОСС,158668.57,2025-04-01,2025-04-24,Мишин,1.0,24.0,2025-03
2025-03-31,АМС,ОЭЗиС,468884.16,2025-04-04,2025-03-31,Кузьмин,4.0,0.0,2025-03
2025-04-02,АСН ОП АСЯ,ВИК,4500.0,2025-04-03,2025-04-02,Яблоков,1.0,0.0,2025-04
2025-04-02,АСН,ВИК,4500.0,2025-04-03,2025-04-02,Яблоков,1.0,0.0,2025-04
2025-04-07,АСН ОП АСЯ,ВИК,42432.0,2025-04-08,,Яблоков,1.0,,2025-04
2025-04-07,АМС,ВИК,97100.0,2025-04-08,2025-04-07,Яблоков,1.0,0.0,2025-04
2025-04-07,Бизнес-центр,ВИК,150000.0,2025-04-09,2025-04-28,Яблоков,2.0,21.0,2025-04
2025-04-09,УК АГ,ВИК,32366.67,2025-04-16,2025-04-09,Яблоков,7.0,0.0,2025-04
2025-04-09,АМС ОП АМВО,ВИК,64733.33,2025-04-10,2025-04-09,Яблоков,1.0,0.0,2025-04
2025-04-14,Фабрика,ОСС,12487.5,2025-04-22,2025-04-14,Мишин,8.0,0.0,2025-04
2025-04-17,АСН,ВИК,4000.0,2025-04-18,2025-04-18,Яблоков,1.0,1.0,2025-04
2025-04-18,Бизнес-центр,ОЭЗиС,,,,Басов,,,2025-04
2025-04-18,АМС,ОЭЗиС,83983.0,2025-05-07,2025-04-29,Кузьмин,19.0,11.0,2025-04
2025-04-18,Бизнес-центр,ОЭЗиС,600000.0,2025-04-23,,Басов,5.0,,2025-04
2025-04-21,АМС,ОЭЗиС,10500.0,2025-05-07,2025-04-22,Кузьмин,16.0,1.0,2025-04
2025-04-21,АМС,ОЭЗиС,20760.0,2025-05-07,2025-04-29,Кузьмин,16.0,8.0,2025-04
2025-04-21,Бизнес-центр,ВИК,38640.0,2025-04-23,2025-04-21,Яблоков,2.0,0.0,2025-04
2025-04-24,АСН,ВИК,25000.0,2025-05-07,2025-05-06,Яблоков,13.0,12.0,2025-04
2025-04-24,Бизнес-центр,ОСС,93750.0,,2025-04-24,Мишин,,0.0,2025-04
2025-04-28,Бизнес-центр,ВИК,4200.0,2025-05-05,2025-04-28,Яблоков,7.0,0.0,2025-04
2025-04-28,Бизнес-центр,ВИК,306700.0,2025-05-05,2025-04-28,Яблоков,7.0,0.0,2025-04
2025-04-28,АМС,ОЭЗиС,11300.0,2025-05-07,2025-04-28,Кузьмин,9.0,0.0,2025-04
2025-04-29,АМС,ОЭЗиС,23740.0,2025-05-07,2025-04-29,Кузьмин,8.0,0.0,2025-04
2025-04-29,АСН,ВИК,15000.0,,,Яблоков,,,2025-04
2025-04-29,Тех,ВИК,,,,Яблоков,,,2025-04
2025-05-05,ИП Танцурина,ОСС,11500.0,2025-05-07,,Мишин,2.0,,2025-05
2025-05-06,Бизнес-центр,ОЭЗиС,192000.0,,2025-05-06,Басов,,0.0,2025-05
2025-05-07,Сити,ОСС,4500.0,2025-05-07,,Мишин,0.0,,2025-05
2025-05-12,Торговые ряды,ОЭЗиС,29195.0,,,Кузьмин,,,2025-05
2025-05-07,АСН ОП АСЯ,ОЭЗиС,,,,Басов,,,2025-05
